Node_ID,Date,Rainfall_mm,Rainfall_Intensity_mm_hr,Soil_Type,Land_Slope_%,Fertilizer_N_kg_acre,Fertilizer_P_kg_acre,Pesticide_Conc_mg_L,Days_Since_Application,Runoff_Volume_m3,Reservoir_Volume_m3,Nitrate_mg_L,Phosphate_mg_L,Turbidity_NTU,pH,DO_mg_L,BOD_mg_L,COD_mg_L,Toxicity_Index,Toxicity_Class
V5,2026-10-10,198.4,22.78,Clay,4.95,153.21,68.59,0.827,8,24471.19,635560.86,39.17,10.68,21.12,7.6,5.78,10.13,27.45,38.99,Low
V4,2026-01-27,194.44,47.88,Clay,2.83,92.51,64.15,0.198,6,27126.01,471195.31,15.09,3.35,7.79,7.22,7.41,10.91,18.13,7.21,Safe
V2,2026-08-14,189.04,48.52,Loamy,5.86,140.14,51.96,0.458,1,6532.62,486599.89,16.91,11.69,15.56,6.45,4.54,11.9,21.5,19.3,Safe
V2,2026-10-04,158.93,22.68,Sandy,4.97,125.46,56.43,0.403,5,17969.68,681396.36,39.11,2.57,73.8,7.23,6.46,8.89,13.83,42.95,Low
V4,2026-10-13,77.42,43.44,Clay,6.57,101.97,48.71,0.613,7,5267.89,647701.43,31.38,2.11,39.46,7.26,6.76,6.63,56.0,44.14,Low
V3,2026-04-07,88.3,39.79,Loamy,6.15,117.95,78.64,0.875,6,22141.84,609339.11,74.79,2.23,10.82,7.47,3.76,14.54,36.52,65.82,Moderate
V1,2026-10-11,114.43,18.95,Clay,5.27,106.7,45.23,0.171,9,11460.94,424669.97,36.3,7.3,76.98,7.24,5.0,9.56,29.84,53.03,Moderate
V3,2026-11-13,167.8,15.44,Loamy,4.42,126.35,54.87,0.165,8,19883.98,525479.22,63.05,9.59,70.92,7.94,5.41,11.2,36.75,77.47,High
V5,2026-10-31,23.06,25.62,Loamy,1.93,151.12,41.03,0.865,4,19558.75,567790.56,47.12,5.03,61.6,6.39,4.78,5.83,41.41,58.39,Moderate
V4,2026-05-27,90.62,40.16,Sandy,2.83,125.54,48.87,0.292,5,32579.34,456223.39,59.29,11.76,75.01,7.9,4.61,10.38,56.09,85.93,High
V3,2026-01-04,25.7,48.21,Clay,3.93,130.54,71.22,0.702,7,20570.66,534467.97,28.21,5.78,21.51,7.08,6.43,4.61,18.93,19.94,Safe
V2,2026-02-04,107.78,39.36,Sandy,5.2,121.5,48.05,0.589,8,21655.95,580307.76,75.93,2.65,67.73,7.34,4.08,4.43,24.78,72.8,Moderate
V5,2026-07-11,180.79,43.48,Clay,4.6,84.09,43.2,0.85,5,15852.9,498213.0,47.11,6.13,56.75,6.2,6.55,11.01,58.79,68.33,Moderate
V5,2026-02-18,158.67,32.14,Sandy,3.02,98.63,58.98,0.213,9,33370.55,634283.45,68.19,8.47,70.23,6.76,7.68,8.3,28.56,74.23,Moderate
V3,2026-01-17,53.29,42.59,Clay,1.05,119.36,40.4,0.217,4,27869.95,652134.87,35.55,10.15,64.77,7.54,5.83,10.57,11.13,42.07,Low
V3,2026-06-21,195.44,40.3,Sandy,4.47,104.82,43.39,0.601,4,12132.97,497082.84,17.01,6.05,30.99,7.41,6.06,4.77,17.38,13.84,Safe
V4,2026-08-08,136.8,21.96,Loamy,3.0,94.54,72.31,0.952,8,30014.71,651597.15,57.16,7.53,63.08,6.08,3.34,9.38,11.32,56.83,Moderate
V1,2026-06-07,11.98,29.84,Clay,6.14,120.33,70.86,0.473,1,16836.68,431072.97,10.54,3.94,24.68,7.09,7.32,7.22,59.5,26.31,Low
V3,2026-02-15,58.53,41.21,Clay,1.17,105.82,76.61,0.394,8,29517.35,651318.73,43.27,8.11,29.64,6.18,4.43,9.36,23.94,41.53,Low
V3,2026-01-06,59.54,7.07,Loamy,5.09,100.65,74.18,0.646,5,29332.42,445825.13,23.5,11.85,13.09,7.99,6.08,5.07,56.18,35.2,Low
V2,2026-04-09,23.16,41.36,Sandy,7.59,117.12,67.33,0.937,1,9043.85,424878.15,53.92,1.54,75.13,7.79,7.9,11.02,59.79,76.54,High
V5,2026-08-21,192.37,13.0,Clay,2.22,90.66,42.09,0.853,4,25436.52,592532.62,78.56,10.75,26.83,6.04,5.98,12.28,39.99,78.55,High
V1,2026-02-06,100.87,28.16,Clay,4.3,154.22,71.31,0.996,2,12300.58,541581.21,42.51,7.19,44.05,7.72,6.62,4.64,11.66,35.51,Low
V2,2026-10-07,180.2,41.37,Sandy,1.64,149.42,73.82,0.12,4,12519.77,672367.18,67.22,3.77,34.35,7.84,5.23,5.21,14.08,51.49,Moderate
V4,2026-12-15,71.22,16.42,Loamy,5.38,136.61,71.96,0.202,8,12483.14,508956.76,45.54,11.5,76.99,6.71,3.3,10.26,34.08,65.77,Moderate
V4,2026-10-29,33.79,16.06,Sandy,4.85,88.5,60.34,0.649,5,26218.18,486145.68,44.71,6.32,30.13,7.44,6.99,10.74,30.31,44.72,Low
V3,2026-06-30,100.12,23.12,Sandy,3.85,142.07,49.32,0.839,1,10354.43,550220.47,75.13,4.65,63.39,6.88,3.17,10.86,40.31,83.6,High
V3,2026-04-05,31.65,45.26,Sandy,4.65,144.64,73.81,0.357,7,3028.99,536783.86,72.3,3.0,69.16,7.31,6.5,10.56,31.94,77.04,High
V4,2026-04-09,102.34,5.02,Clay,7.28,141.42,69.09,0.315,1,25887.58,503328.41,65.01,3.69,37.67,6.68,3.11,6.5,56.7,72.09,Moderate
V3,2026-07-07,184.86,45.56,Loamy,2.37,89.12,79.23,0.808,9,8477.91,608122.39,30.74,10.16,33.36,6.65,7.31,6.53,36.74,37.54,Low
V1,2026-04-26,108.95,11.92,Loamy,1.16,131.51,46.23,0.151,3,6343.44,627868.55,48.15,7.76,61.08,6.85,3.79,4.57,44.69,61.78,Moderate
V3,2026-07-10,127.13,49.55,Sandy,7.03,146.75,49.03,0.432,3,10600.52,655895.19,25.67,11.05,73.47,6.29,5.57,3.2,54.82,53.52,Moderate
V5,2026-09-10,39.76,47.97,Clay,5.04,126.19,48.47,0.555,6,15156.82,691856.98,41.07,3.55,61.62,7.66,5.99,10.7,17.34,44.2,Low
V3,2026-06-10,18.31,27.26,Sandy,7.23,131.71,71.7,0.604,6,18229.0,479996.86,43.89,2.33,22.03,6.7,5.29,2.3,21.49,30.26,Low
V2,2026-09-13,31.05,28.07,Clay,5.18,116.67,47.48,0.756,6,4426.24,614828.04,68.21,1.07,71.62,6.8,4.7,14.13,15.37,68.48,Moderate
V1,2026-11-19,123.72,26.67,Clay,6.67,122.3,42.67,0.419,1,34058.35,518277.47,72.72,6.59,34.07,7.79,5.34,12.57,16.98,63.32,Moderate
V2,2026-05-08,28.05,33.59,Clay,4.01,82.75,79.94,0.651,5,25914.02,603124.59,39.02,11.98,48.22,6.99,4.56,13.01,35.63,54.09,Moderate
V2,2026-01-18,81.44,9.08,Clay,6.25,131.12,40.99,0.627,6,13342.21,542794.51,11.24,8.64,67.36,7.09,5.19,13.69,26.06,32.14,Low
V5,2026-10-08,114.52,6.47,Loamy,7.39,86.52,73.41,0.593,8,13198.31,698131.93,70.32,4.39,19.13,7.91,4.79,6.72,31.16,58.59,Moderate
V1,2026-08-11,83.84,7.6,Clay,5.0,114.8,54.61,0.676,1,17353.36,618670.64,22.2,10.65,63.84,7.77,5.83,12.85,59.12,55.51,Moderate
V1,2026-02-23,41.1,25.0,Clay,2.27,103.41,73.66,0.334,5,23039.83,685747.39,53.53,9.6,49.71,6.34,4.19,3.21,17.84,50.08,Moderate
V1,2026-02-27,62.02,17.4,Sandy,2.88,123.63,62.18,0.176,3,7683.94,650490.86,11.75,1.17,72.0,6.95,7.94,1.3,37.04,25.9,Low
V1,2026-11-19,186.38,32.99,Sandy,2.39,90.67,76.07,0.207,2,9045.75,670870.3,37.97,9.99,17.9,7.94,5.5,11.99,14.94,32.04,Low
V1,2026-12-26,138.44,49.66,Loamy,2.73,135.33,77.05,0.302,8,30501.91,644325.76,79.02,4.31,36.55,6.74,3.97,2.05,25.92,65.63,Moderate
V5,2026-06-23,104.25,22.38,Sandy,3.14,143.6,40.36,0.55,7,11200.16,537747.74,17.05,2.65,67.46,6.74,5.39,14.84,36.38,38.43,Low
V3,2026-10-07,12.42,30.82,Clay,4.89,93.07,43.02,0.856,7,15166.24,475536.54,39.66,3.49,6.44,6.39,7.33,10.45,57.33,43.99,Low
V2,2026-04-24,198.56,23.7,Sandy,5.12,88.35,50.01,0.731,5,30880.7,511096.05,31.5,6.15,13.42,6.23,3.11,11.55,29.56,30.52,Low
V1,2026-10-15,137.58,43.13,Loamy,3.99,91.64,66.77,0.81,9,24220.73,406070.87,73.36,5.67,79.29,7.48,6.4,4.44,13.25,70.18,Moderate
V3,2026-12-08,70.22,45.6,Sandy,5.31,150.17,75.53,0.416,5,13934.78,557197.95,70.85,4.18,26.03,7.54,5.74,10.43,29.41,62.21,Moderate
V3,2026-05-31,177.06,44.48,Sandy,1.57,122.26,58.4,0.464,2,24878.39,551517.34,26.64,2.89,78.17,7.94,3.85,1.61,17.29,32.71,Low
V2,2026-05-07,59.1,48.85,Loamy,1.61,117.38,64.28,0.454,3,3629.86,557575.14,15.68,9.38,18.69,7.55,7.09,12.73,21.5,17.61,Safe
V5,2026-06-04,113.36,6.24,Loamy,2.2,88.54,47.54,0.273,4,26540.57,692209.37,53.9,11.89,32.08,6.49,4.84,3.37,40.9,56.96,Moderate
V4,2026-09-30,130.85,42.79,Clay,4.63,131.96,72.2,0.155,5,18584.51,673436.2,33.55,9.56,61.47,6.08,4.47,10.76,13.37,40.71,Low
V4,2026-04-14,52.0,38.83,Sandy,2.5,149.44,78.69,0.632,3,29021.83,448513.83,57.05,4.26,54.33,7.97,7.14,4.14,33.24,57.77,Moderate
V3,2026-10-26,195.9,15.29,Clay,2.98,146.25,50.74,0.99,7,33548.4,510664.76,12.25,3.69,48.58,6.68,6.19,1.96,40.47,23.12,Safe
V2,2026-09-03,152.16,48.03,Sandy,3.8,130.08,59.79,0.25,5,32625.23,527186.85,19.34,3.39,44.74,6.62,7.49,7.74,31.09,26.07,Low
V4,2026-06-25,115.98,11.67,Sandy,6.68,86.02,43.44,0.142,5,32096.48,508159.88,58.05,2.5,68.26,7.81,6.15,3.37,10.96,51.23,Moderate
V3,2026-02-08,44.31,35.58,Clay,1.1,88.99,62.37,0.802,6,19389.44,639548.79,24.87,7.06,22.62,7.17,6.7,11.21,59.28,41.32,Low
V5,2026-06-19,20.23,15.12,Sandy,5.55,83.94,60.11,0.327,7,14524.55,557211.3,70.03,7.66,38.19,6.43,7.18,4.33,28.36,62.79,Moderate
V4,2026-09-04,70.81,24.41,Sandy,5.68,100.6,45.78,0.847,8,17881.13,571629.95,14.1,8.76,16.66,7.78,3.27,5.79,48.93,25.03,Low
V3,2026-01-26,153.11,37.36,Sandy,6.59,90.85,57.68,0.734,9,25076.67,655904.07,25.08,8.48,49.7,7.99,6.88,8.94,26.28,33.93,Low
V3,2026-12-21,61.17,30.35,Loamy,7.53,100.8,53.36,0.951,4,31287.93,641778.45,79.9,4.22,23.79,6.17,6.07,4.99,33.75,67.11,Moderate
V1,2026-11-02,112.52,24.24,Clay,1.14,110.8,60.87,0.468,5,9623.56,439663.46,40.32,4.63,30.04,7.72,3.35,6.29,29.42,38.18,Low
V5,2026-01-13,148.31,19.69,Loamy,2.08,155.44,63.43,0.696,5,32382.18,614174.38,59.21,8.5,40.34,6.78,5.54,12.42,27.13,60.54,Moderate
V1,2026-11-12,30.51,42.78,Clay,7.2,128.83,40.34,0.518,8,29085.77,530630.84,22.79,4.84,7.01,7.05,3.41,3.51,11.09,7.23,Safe
V2,2026-11-09,140.21,11.47,Clay,4.21,146.8,70.44,0.668,9,34323.39,488394.67,52.69,3.34,11.9,7.83,6.68,2.15,28.0,37.08,Low
V1,2026-02-05,27.46,24.35,Sandy,4.95,136.83,68.52,0.505,7,31168.06,415005.65,60.83,5.12,56.44,7.95,5.73,5.6,54.47,73.15,Moderate
V1,2026-06-22,193.37,45.67,Clay,5.64,89.0,54.65,0.27,5,11957.99,546174.87,32.01,3.99,37.17,6.52,7.77,6.94,44.52,39.62,Low
V4,2026-01-20,102.79,43.06,Loamy,5.75,138.87,42.12,0.557,3,6390.59,506631.0,68.02,1.97,69.86,6.43,3.92,8.6,17.27,66.03,Moderate
V3,2026-11-17,38.63,23.04,Loamy,7.52,102.01,70.2,0.576,1,6591.71,475453.91,52.24,10.13,57.1,6.16,6.03,6.21,39.56,63.13,Moderate
V5,2026-09-21,75.05,39.34,Loamy,7.98,131.13,78.21,0.83,9,12319.15,608401.52,37.24,10.38,5.61,7.12,4.06,12.06,54.61,46.88,Low
V1,2026-05-22,88.55,42.04,Clay,6.04,107.28,49.61,0.762,5,22653.88,630845.62,49.03,3.42,51.25,6.03,6.07,1.55,45.0,54.27,Moderate
V5,2026-05-23,154.06,45.0,Loamy,3.01,159.81,52.94,0.697,9,28738.25,473436.86,50.37,1.71,12.03,6.82,6.61,7.04,17.43,32.44,Low
V1,2026-04-02,151.25,29.5,Clay,7.16,101.08,47.35,0.202,4,31776.01,414834.23,21.59,9.13,63.57,6.15,6.61,6.35,53.39,47.05,Low
V2,2026-12-20,126.27,14.2,Loamy,1.34,102.33,63.08,0.749,5,22960.11,654625.81,38.19,3.33,79.36,6.81,7.08,10.07,25.08,50.22,Moderate
V1,2026-11-18,30.13,16.49,Loamy,2.62,154.45,46.19,0.55,4,3180.2,402987.92,34.04,5.33,44.84,6.08,7.27,14.53,32.7,43.77,Low
V4,2026-10-15,38.8,18.31,Clay,7.28,81.97,54.25,0.905,2,8962.14,681133.75,38.06,1.71,56.21,7.67,3.39,8.15,36.31,47.1,Low
V3,2026-08-03,27.81,31.72,Loamy,2.79,135.74,67.88,0.928,1,6191.24,588285.96,63.28,3.49,22.8,6.42,4.72,14.82,52.53,68.72,Moderate
V2,2026-12-08,119.66,6.48,Sandy,2.54,138.03,62.4,0.15,8,14626.38,496553.99,43.78,9.72,37.82,6.66,6.44,5.23,56.58,57.5,Moderate
V1,2026-02-20,176.66,33.62,Clay,1.97,146.91,55.46,0.839,4,19043.23,473943.37,75.82,9.85,69.21,7.74,5.49,1.43,56.48,90.13,High
V5,2026-06-02,92.42,21.4,Clay,7.01,157.96,56.81,0.134,5,4388.71,402701.7,30.56,3.28,17.56,7.49,3.95,3.32,10.4,14.98,Safe
V2,2026-07-05,40.56,18.29,Clay,4.5,158.05,62.48,0.43,6,14151.3,470641.43,39.1,4.7,24.92,6.44,5.76,6.53,56.09,47.52,Low
V2,2026-03-04,116.03,44.58,Sandy,5.72,85.22,40.23,0.588,8,8733.75,441318.49,65.09,2.48,38.41,6.14,5.04,5.43,12.72,49.85,Low
V1,2026-07-09,164.23,25.7,Clay,2.67,145.75,43.14,0.233,8,23706.25,583649.87,48.22,1.82,58.42,7.43,4.95,2.36,23.29,45.6,Low
V2,2026-05-05,150.93,9.28,Loamy,6.31,131.7,75.25,0.772,7,17856.72,449963.68,48.29,11.91,33.19,6.78,7.05,7.06,35.75,52.16,Moderate
V5,2026-05-30,177.48,42.2,Loamy,6.32,131.79,43.12,0.108,4,18850.16,558588.95,13.73,8.21,74.58,7.53,5.04,5.73,34.0,34.85,Low
V2,2026-11-10,62.8,7.14,Loamy,3.19,90.27,68.27,0.252,6,16686.14,577034.93,37.9,6.96,12.08,6.89,3.13,2.72,40.24,35.06,Low
V5,2026-02-27,46.85,37.7,Clay,3.87,132.01,76.8,0.623,4,33592.63,489412.51,28.95,9.42,32.81,6.69,3.29,5.15,33.97,34.62,Low
V1,2026-12-08,177.17,39.83,Loamy,2.47,158.6,50.83,0.743,7,9871.52,410519.48,79.95,10.24,58.17,6.9,7.28,13.41,56.72,97.16,High
V3,2026-11-01,134.94,20.87,Clay,7.84,152.95,54.82,0.925,1,19533.26,411176.16,31.58,9.87,21.95,7.5,7.8,5.23,22.03,26.65,Low
V2,2026-06-29,69.08,42.12,Loamy,5.52,115.13,62.76,0.735,5,26552.56,407904.2,71.91,1.18,54.23,7.8,6.44,11.0,23.7,67.41,Moderate
V3,2026-06-19,151.05,28.2,Sandy,7.54,83.2,75.27,0.705,4,20819.02,621737.4,57.34,3.05,17.32,6.1,4.82,9.57,56.04,60.47,Moderate
V5,2026-11-22,164.87,25.85,Sandy,3.12,108.98,77.68,0.455,7,32728.67,495402.91,33.86,8.2,9.2,7.05,7.69,6.98,13.84,20.72,Safe
V2,2026-09-28,126.85,7.04,Sandy,6.47,146.11,69.58,0.101,9,15094.99,638890.06,48.05,5.13,14.08,6.07,6.31,4.35,40.48,42.57,Low
V4,2026-02-23,140.7,18.05,Sandy,6.36,136.12,43.46,0.208,5,17837.63,529519.85,68.84,11.81,74.75,6.94,7.22,6.17,44.09,84.28,High
V3,2026-04-11,81.3,46.9,Clay,5.84,116.75,66.77,0.581,4,5832.71,535899.43,71.84,8.32,46.38,7.77,6.83,9.29,35.28,73.57,Moderate
V2,2026-09-21,112.35,22.63,Loamy,7.76,84.41,56.41,0.708,9,22487.97,553864.78,21.23,11.52,64.73,6.72,4.9,5.91,44.71,44.83,Low
V3,2026-02-22,109.59,29.6,Sandy,3.75,114.15,58.83,0.476,5,12222.78,613909.44,33.77,3.22,29.95,7.86,5.39,4.01,18.64,25.11,Low
V2,2026-03-01,171.13,28.94,Clay,1.92,117.52,41.97,0.758,9,8129.89,482050.86,33.47,10.5,49.45,7.26,3.93,2.63,52.63,50.91,Moderate
V1,2026-04-18,169.59,31.57,Sandy,5.7,154.28,47.64,0.57,8,20425.0,436476.2,12.94,4.53,42.12,7.87,4.46,13.32,17.0,18.83,Safe
V3,2026-01-05,168.21,7.76,Sandy,6.11,131.29,71.62,0.167,4,20033.93,566817.2,51.88,11.89,75.93,7.51,6.89,7.16,30.04,65.68,Moderate
V4,2026-04-13,12.1,21.3,Clay,5.03,104.93,58.16,0.273,7,5427.89,498093.29,69.84,2.73,61.07,6.21,7.47,9.75,13.76,63.16,Moderate
V4,2026-07-15,152.41,37.54,Clay,2.45,122.03,52.07,0.856,5,25342.89,532747.39,36.71,6.68,59.79,6.46,6.62,7.87,37.26,49.52,Low
V5,2026-09-19,154.15,14.03,Loamy,4.53,85.28,55.36,0.752,4,22960.71,594084.01,61.8,9.72,8.48,6.79,5.33,13.22,43.49,61.6,Moderate
V2,2026-12-31,138.89,14.16,Loamy,3.19,157.81,74.18,0.905,5,9048.55,548237.72,53.94,5.76,46.23,6.34,3.43,8.66,57.06,68.84,Moderate
V3,2026-12-16,153.69,5.45,Sandy,3.99,108.8,69.96,0.206,5,18021.92,586083.65,36.3,6.15,40.02,6.99,3.28,7.73,46.97,48.21,Low
V5,2026-02-16,169.97,24.69,Sandy,5.52,118.23,50.89,0.991,9,26050.33,563260.0,19.87,11.85,74.59,6.94,4.87,13.94,37.06,48.48,Low
V3,2026-12-21,99.36,44.72,Loamy,6.22,108.42,44.7,0.288,9,19941.94,621938.91,59.65,5.68,24.3,7.91,5.32,11.08,56.63,67.13,Moderate
V2,2026-11-07,105.39,7.34,Loamy,2.63,134.6,50.08,0.111,6,15655.65,611780.99,69.82,7.64,25.24,6.87,6.05,2.56,33.92,60.43,Moderate
V4,2026-11-04,33.7,13.6,Clay,3.84,132.98,76.83,0.998,4,13314.83,560256.97,58.01,1.6,35.85,7.57,3.03,3.49,38.06,54.24,Moderate
V1,2026-05-24,83.22,18.95,Loamy,2.88,137.23,63.26,0.353,2,22532.6,603670.91,11.25,10.26,23.25,7.88,7.95,12.02,39.8,23.95,Safe
V4,2026-09-26,132.24,37.93,Loamy,2.39,101.45,61.34,0.701,3,33051.48,662067.88,25.14,8.13,14.69,7.75,4.82,12.7,30.5,27.82,Low
V5,2026-05-04,158.28,33.83,Sandy,6.48,105.25,63.86,0.259,2,24495.83,529681.39,14.86,5.44,69.31,6.42,7.24,8.63,51.92,41.85,Low
V1,2026-04-16,51.27,23.72,Loamy,7.36,90.02,54.64,0.622,5,5391.87,523828.92,49.93,1.18,46.87,6.99,5.67,8.76,19.26,44.82,Low
V5,2026-06-07,36.19,39.16,Sandy,3.59,132.44,72.28,0.914,6,17741.92,629273.69,62.95,7.51,69.6,6.7,3.65,9.85,37.74,75.86,High
V2,2026-05-27,135.98,32.43,Loamy,6.26,83.18,60.93,0.388,5,31506.37,574766.15,17.74,1.14,67.34,6.8,6.99,7.15,46.11,37.25,Low
V1,2026-05-25,10.36,45.32,Clay,7.28,127.81,44.67,0.703,2,6022.8,421302.03,68.68,1.01,26.15,6.72,6.55,10.52,55.2,70.42,Moderate
V5,2026-04-30,43.89,41.81,Loamy,6.92,149.58,45.16,0.269,5,34644.02,667633.6,48.89,7.78,46.08,7.65,5.64,2.52,54.2,60.29,Moderate
V2,2026-11-15,15.52,16.38,Loamy,2.28,151.27,61.47,0.662,9,33370.22,409234.93,58.3,3.08,11.24,6.9,5.57,14.46,35.44,52.55,Moderate
V4,2026-10-02,41.71,17.21,Loamy,7.69,115.92,77.46,0.403,4,5504.78,624518.91,78.0,3.11,73.64,7.05,3.44,11.5,42.16,89.23,High
V2,2026-04-02,44.45,10.64,Sandy,3.64,116.74,52.33,0.29,2,32869.23,627638.24,15.86,8.19,35.32,7.96,6.28,9.84,29.71,24.46,Safe
V3,2026-02-27,83.66,20.16,Clay,3.37,86.16,74.78,0.382,3,14620.24,685933.33,73.09,1.59,34.53,6.12,7.56,5.43,33.41,63.18,Moderate
V2,2026-12-12,86.44,49.98,Loamy,1.44,133.66,70.56,0.261,3,30030.69,416240.32,18.83,4.45,27.71,6.98,3.47,3.25,55.31,30.79,Low
V2,2026-08-17,176.11,23.26,Sandy,4.4,145.7,49.91,0.912,9,16388.27,579057.06,37.51,2.64,39.55,7.55,4.32,6.73,56.54,50.34,Moderate
V3,2026-04-27,106.92,14.92,Clay,1.76,99.57,41.45,0.457,4,17107.36,528352.17,69.6,7.38,23.88,6.3,7.51,10.26,54.77,73.73,Moderate
V5,2026-11-14,147.45,39.31,Sandy,2.74,113.7,44.07,0.321,1,23295.78,499189.89,73.44,8.28,33.11,7.22,4.42,9.87,16.92,63.21,Moderate
V5,2026-10-06,29.79,29.41,Sandy,3.22,147.11,69.14,0.504,1,27783.28,427095.57,45.45,8.93,65.0,6.48,6.27,6.36,52.5,65.61,Moderate
V2,2026-05-07,52.83,11.73,Clay,6.66,150.17,47.99,0.388,7,4081.25,568796.24,51.59,3.81,67.57,7.73,5.67,9.59,57.42,72.49,Moderate
V3,2026-05-09,143.56,22.13,Loamy,7.13,99.45,54.85,0.77,7,21980.99,543712.22,59.57,1.98,27.81,6.65,5.98,12.39,28.06,53.15,Moderate
V3,2026-02-27,20.03,23.65,Sandy,3.12,124.05,60.07,0.974,2,8975.46,431366.34,68.29,1.87,40.18,6.66,5.08,1.37,35.93,60.8,Moderate
V4,2026-05-02,102.45,38.92,Sandy,7.01,95.4,69.02,0.494,9,14070.38,583746.85,18.51,5.69,70.54,7.2,4.5,7.31,48.95,43.87,Low
V5,2026-01-01,123.88,5.93,Loamy,7.0,88.15,44.53,0.875,9,14135.0,621385.94,66.7,11.4,8.95,6.37,3.24,11.62,38.1,63.74,Moderate
V1,2026-08-27,124.41,17.11,Loamy,6.35,152.89,56.25,0.609,5,18009.93,630183.49,43.69,3.4,71.69,6.57,6.72,8.65,59.67,67.51,Moderate
V5,2026-10-17,14.36,28.29,Clay,2.03,145.64,59.4,0.242,3,13692.37,671611.96,41.54,3.82,21.44,6.83,6.73,10.12,32.79,38.86,Low
V5,2026-04-06,71.2,17.1,Clay,5.83,140.8,61.63,0.722,3,6435.56,522841.22,39.67,2.11,55.89,6.71,6.35,8.23,45.7,52.01,Moderate
V4,2026-05-06,130.93,33.28,Clay,7.62,83.9,72.73,0.562,3,7660.12,685921.83,45.64,7.66,48.69,7.05,6.22,14.89,49.63,63.88,Moderate
V1,2026-04-28,38.31,26.68,Loamy,5.78,147.5,46.87,0.686,6,4070.02,659628.82,76.15,8.48,46.47,7.2,4.22,1.76,34.71,72.91,Moderate
V4,2026-02-17,142.13,21.28,Sandy,3.32,115.04,72.31,0.901,4,18047.97,488950.47,48.37,8.07,69.45,7.13,3.11,7.87,52.85,70.82,Moderate
V1,2026-03-30,151.73,47.71,Sandy,4.5,107.39,67.72,0.496,8,33542.33,447784.91,76.72,10.47,12.62,7.31,7.04,2.28,37.31,64.73,Moderate
V2,2026-08-25,196.57,33.45,Clay,5.52,123.72,62.23,0.911,5,6701.61,530616.82,22.62,6.35,31.03,6.62,5.46,3.24,30.58,23.79,Safe
V1,2026-09-29,49.87,10.85,Loamy,4.57,87.31,67.98,0.776,1,33280.46,520569.61,60.69,2.48,45.37,6.25,4.53,6.36,15.39,50.58,Moderate
V4,2026-07-08,166.77,30.2,Sandy,1.84,140.53,56.48,0.54,9,26467.57,572715.79,66.86,4.18,65.85,7.52,3.51,3.18,29.67,67.8,Moderate
V5,2026-07-11,108.86,40.13,Clay,3.18,126.59,45.54,0.643,1,23399.96,575015.87,57.54,8.29,21.23,7.7,3.31,14.49,46.7,64.27,Moderate
V1,2026-03-10,80.96,36.88,Sandy,6.62,94.93,66.63,0.393,6,23648.89,624996.1,52.48,7.74,65.22,6.51,4.74,14.26,56.06,77.45,High
V1,2026-10-05,33.25,12.74,Sandy,7.03,95.06,60.99,0.985,1,29455.28,552966.98,49.54,6.84,34.97,6.81,7.02,5.71,22.58,43.57,Low
V3,2026-12-15,149.75,48.76,Loamy,1.96,94.74,65.57,0.701,3,6421.44,431446.79,70.27,8.51,19.17,7.0,7.59,9.96,27.76,60.68,Moderate
V5,2026-09-04,54.81,25.2,Loamy,7.67,84.56,53.52,0.139,5,19152.14,657487.4,67.52,8.01,61.92,7.07,7.48,8.47,17.7,65.94,Moderate
V2,2026-03-17,80.57,12.16,Sandy,3.3,127.02,76.27,0.394,7,25306.92,492929.37,18.56,10.69,11.82,7.32,7.6,12.42,44.54,28.92,Low
V4,2026-06-03,21.88,13.11,Clay,5.64,147.23,63.49,0.661,8,21778.25,691389.24,69.4,7.45,43.61,6.08,7.54,9.78,58.01,80.96,High
V2,2026-05-24,162.26,9.42,Loamy,6.26,81.4,43.42,0.151,9,29648.93,435358.03,38.98,9.56,9.79,7.44,5.64,1.0,42.05,35.8,Low
V5,2026-03-27,155.65,41.16,Sandy,6.68,83.92,57.99,0.121,6,5312.69,687475.35,27.76,3.74,31.73,6.12,4.1,11.68,40.85,36.84,Low
V1,2026-07-04,149.39,10.49,Loamy,7.62,125.82,70.25,0.505,9,25102.43,427303.54,70.88,8.46,50.08,6.94,6.99,11.46,37.67,76.48,High
V1,2026-10-12,66.89,10.63,Loamy,3.19,145.56,71.77,0.399,8,20088.89,469310.84,40.24,10.92,46.71,7.66,4.07,8.14,14.42,41.15,Low
V5,2026-08-08,42.96,43.27,Loamy,7.01,106.14,59.78,0.494,9,15133.15,413973.98,66.59,5.24,35.35,6.9,4.34,13.64,46.48,72.85,Moderate
V1,2026-03-10,131.14,20.51,Sandy,1.92,107.97,75.79,0.336,4,13888.8,611533.94,28.44,9.57,37.18,6.3,4.17,13.72,40.1,43.59,Low
V1,2026-02-16,104.27,6.39,Clay,5.94,127.71,50.71,0.248,9,22866.64,655089.62,10.28,8.97,22.01,7.97,5.57,8.33,43.07,21.98,Safe
V1,2026-04-04,43.87,7.34,Clay,6.19,101.94,56.42,0.72,7,31511.85,530221.32,44.68,1.65,39.19,7.78,4.61,9.51,54.94,56.08,Moderate
V4,2026-08-26,140.32,11.4,Clay,5.74,82.13,75.94,0.563,5,18877.63,678556.62,17.02,7.4,76.49,7.54,3.77,14.95,49.2,50.72,Moderate
V4,2026-07-23,198.31,14.6,Loamy,2.77,138.82,75.85,0.28,5,29391.14,577089.72,62.81,2.43,68.78,6.82,5.27,5.18,49.05,74.21,Moderate
